28528,# doc = reaction_black_mirror.2.txt,,,,,,,,,,,,,,,,
28738,,говорить,ГОВОРИТЬ,V ipf - - inf - -,,,в два канала _говорить_ поверх кого-то .,ь,т,и,р,о,в,V,ГОВОРИТЬ,V ipf - - inf - -,Ь
28739,,поверх,ПОВЕРХ,PR,,,два канала говорить _поверх_ кого-то . ,х,р,е,в,о,п,PR,ПОВЕРХ,PR,Х
28740,,кого-то,КТО-ТО,SPRO m - gen sg,,,канала говорить поверх _кого-то_ .  ,о,т,-,о,г,о,S,КТО-ТО,S m - gen sg,О
28741,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28742,,,,,,,,,,,,,,,,,
28743,# sent = 2110,,,,,,,,,,,,,,,,
28744,,Так,ТАК,PARENTH,,,".   _Так_ , мне нужно",к,а,т,,,,ADV,ТАК,ADV -,К
28745,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28746,,мне,Я,SPRO sg 1p - dat,,," Так , _мне_ нужно сначала себя",е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
28747,,нужно,НУЖНО,PRAEDIC,,,"Так , мне _нужно_ сначала себя услышать",о,н,ж,у,н,,PRAEDIC,НУЖНО,ADV -,О
28748,,сначала,СНАЧАЛА,ADV -,,,", мне нужно _сначала_ себя услышать ,",а,л,а,ч,а,н,ADV,СНАЧАЛА,ADV -,А
28749,,себя,СЕБЯ,SPRO - - - acc,,,"мне нужно сначала _себя_ услышать , а",я,б,е,с,,,SPRO,СЕБЯ,SPRO - - - acc,Я
28750,,услышать,УСЛЫШАТЬ,V pf - - inf - -,,,"нужно сначала себя _услышать_ , а потом",ь,т,а,ш,ы,л,V,УСЛЫШАТЬ,V pf - - inf - -,Ь
28751,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28752,,а,А,CONJ,,,"себя услышать , _а_ потом услышать то",а,,,,,,CONJ,А,CONJ,А
28753,,потом,ПОТОМ,ADV -,,,"услышать , а _потом_ услышать то ,",м,о,т,о,п,,ADV,ПОТОМ,ADV -,М
28754,,услышать,УСЛЫШАТЬ,V pf - - inf - -,,,", а потом _услышать_ то , что",ь,т,а,ш,ы,л,V,УСЛЫШАТЬ,V pf - - inf - -,Ь
28755,,то,ТО,SPRO n - acc sg,,,"а потом услышать _то_ , что происходит",о,т,,,,,SPRO,ТО,S n - acc sg,О
28756,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28757,,что,ЧТО,CONJ,,,"услышать то , _что_ происходит здесь .",о,т,ч,,,,CONJ,ЧТО,CONJ,О
28758,,происходит,ПРОИСХОДИТЬ,V ipf praes sg indic - 3p,,,"то , что _происходит_ здесь . ",т,и,д,о,х,с,V,ПРОИСХОДИТЬ,V ipf praes sg indic - 3p,Ь
28759,,здесь,ЗДЕСЬ,ADV -,,,", что происходит _здесь_ .  ",ь,с,е,д,з,,ADV,ЗДЕСЬ,ADV -,Ь
28760,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28761,,,,,,,,,,,,,,,,,
28762,# sent = 2111,,,,,,,,,,,,,,,,
28763,,Эммм,ЭМММ,INTJ,,,".   _Эммм_ , ну и",м,м,м,э,,,S,ЭМММ,S n inan loc sg,М
28764,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28765,,ну,НУ,PART,,," Эммм , _ну_ и сериал выглядит",у,н,,,,,PART,НУ,PART,У
28766,,и,И,CONJ,,,"Эммм , ну _и_ сериал выглядит довольно",и,,,,,,CONJ,И,CONJ,И
28767,,сериал,СЕРИАЛ,S m inan nom sg,,,", ну и _сериал_ выглядит довольно стильно",л,а,и,р,е,с,S,СЕРИАЛ,S m inan nom sg,Л
28768,,выглядит,ВЫГЛЯДЕТЬ,V ipf praes sg indic - 3p,,,ну и сериал _выглядит_ довольно стильно в,т,и,д,я,л,г,V,ВЫГЛЯДЕТЬ,V ipf praes sg indic - 3p,Ь
28769,,довольно,ДОВОЛЬНО,ADV -,,,и сериал выглядит _довольно_ стильно в любом,о,н,ь,л,о,в,ADV,ДОВОЛЬНО,ADV -,О
28770,,стильно,СТИЛЬНО,ADV -,,,сериал выглядит довольно _стильно_ в любом случае,о,н,ь,л,и,т,ADV,СТИЛЬНО,ADV -,О
28771,,в,В,PR,,,выглядит довольно стильно _в_ любом случае .,в,,,,,,PR,В,PR,В
28772,,любом,ЛЮБОЙ,A - loc sg plen m -,,,довольно стильно в _любом_ случае . ,м,о,б,ю,л,,A,ЛЮБОЙ,A - loc sg plen m -,Й
28773,,случае,СЛУЧАЙ,S m inan loc sg,,,стильно в любом _случае_ .  ,е,а,ч,у,л,с,S,СЛУЧАЙ,S m inan loc sg,Й
28774,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28775,,,,,,,,,,,,,,,,,
28776,# sent = 2112,,,,,,,,,,,,,,,,
28777,# speaker = Софья,,,,,,,,,,,,,,,,
28778,# sent = 2113,,,,,,,,,,,,,,,,
28779,,Угу,УГУ,INTJ,,,   _Угу_ .  ,у,г,у,,,,INTJ,УГУ,INTJ,У
28780,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28781,,,,,,,,,,,,,,,,,
28782,# sent = 2114,,,,,,,,,,,,,,,,
28783,# speaker = A,,,,,,,,,,,,,,,,
28784,# sent = 2115,,,,,,,,,,,,,,,,
28785,,Он,ОН,SPRO sg 3p m nom,,,   _Он_ весь стильный и,н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,Н
28786,,весь,ВЕСЬ,APRO - nom sg plen m -,,,  Он _весь_ стильный и мне,ь,с,е,в,,,APRO,ВЕСЬ,A - nom sg plen m -,Ь
28787,,стильный,СТИЛЬНЫЙ,A - nom sg plen m -,,, Он весь _стильный_ и мне даже,й,ы,н,ь,л,и,A,СТИЛЬНЫЙ,A - nom sg plen m -,Й
28788,,и,И,CONJ,,,Он весь стильный _и_ мне даже немного,и,,,,,,CONJ,И,CONJ,И
28789,,мне,Я,SPRO sg 1p - dat,,,весь стильный и _мне_ даже немного плохо,е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
28790,,даже,ДАЖЕ,PART,,,стильный и мне _даже_ немного плохо от,е,ж,а,д,,,PART,ДАЖЕ,PART,Е
28791,,немного,НЕМНОГО,ADV -,,,и мне даже _немного_ плохо от этого,о,г,о,н,м,е,ADV,НЕМНОГО,ADV -,О
28792,,плохо,ПЛОХО,ADV -,,,мне даже немного _плохо_ от этого ,о,х,о,л,п,,ADV,ПЛОХО,ADV -,О
28793,,от,ОТ,PR,,,даже немного плохо _от_ этого  ,т,о,,,,,PR,ОТ,PR,Т
28794,,этого,ЭТОТ,APRO - gen sg plen m -,,,немного плохо от _этого_   ,о,г,о,т,э,,APRO,ЭТОТ,A - acc sg plen m anim,Т
28795,,,,,,,,,,,,,,,,,
28796,# sent = 2116,,,,,,,,,,,,,,,,
28797,# speaker = Софья,,,,,,,,,,,,,,,,
28798,# sent = 2117,,,,,,,,,,,,,,,,
28799,,Ну,НУ,PART,,,"   _Ну_ он , как бы",у,н,,,,,PART,НУ,PART,У
28800,,он,ОН,SPRO sg 3p m nom,,,"  Ну _он_ , как бы ,",н,о,,,,,SPRO,ОН,SPRO sg 3p m nom,Н
28801,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28802,,как бы,как бы,PART,,,"Ну он , _как бы_ , от серии",ы,б, ,к,а,к,PART,как бы,ADV -,ы
28803,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28804,,от,ОТ,PR,,,", как бы , _от_ серии к серии",т,о,,,,,PR,ОТ,PR,Т
28805,,серии,СЕРИЯ,S f inan loc sg,,,"как бы , от _серии_ к серии у",и,и,р,е,с,,S,СЕРИЯ,S f inan loc sg,Я
28806,,к,К,PR,,,", от серии _к_ серии у них",к,,,,,,PR,К,PR,К
28807,,серии,СЕРИЯ,S f inan loc sg,,,от серии к _серии_ у них в,и,и,р,е,с,,S,СЕРИЯ,S f inan loc sg,Я
28808,,у,У,PR,,,серии к серии _у_ них в принципе,у,,,,,,PR,У,PR,У
28809,,них,ОНИ,SPRO pl - - loc,,,к серии у _них_ в принципе разные,х,и,н,,,,SPRO,ОНИ,SPRO pl - - loc,И
28810,,в,В,PR,,,серии у них _в_ принципе разные разные,в,,,,,,PR,В,PR,В
28811,,принципе,ПРИНЦИП,S m inan loc sg,,,у них в _принципе_ разные разные режиссеры,е,п,и,ц,н,и,S,ПРИНЦИП,S m inan loc sg,П
28812,,разные,РАЗНЫЙ,A - acc pl plen - inan,,,них в принципе _разные_ разные режиссеры и,е,ы,н,з,а,р,A,РАЗНЫЙ,A - acc pl plen - inan,Й
28813,,разные,РАЗНЫЙ,A - acc pl plen - inan,повтор,,в принципе разные _разные_ режиссеры и ...,е,ы,н,з,а,р,A,РАЗНЫЙ,A - acc pl plen - inan,Й
28814,,режиссеры,РЕЖИССЕР,S m anim acc pl,,,принципе разные разные _режиссеры_ и ... ,ы,р,е,с,с,и,S,РЕЖИССЕР,S m inan acc pl,Р
28815,,и,И,CONJ,,,разные разные режиссеры _и_ ...  ,и,,,,,,CONJ,И,CONJ,И
28816,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
28817,,,,,,,,,,,,,,,,,
28818,# sent = 2118,,,,,,,,,,,,,,,,
28819,# speaker = A,,,,,,,,,,,,,,,,
28820,# sent = 2119,,,,,,,,,,,,,,,,
28821,,А,А,INTJ,,,"   _А_ , разные режиссеры",а,,,,,,CONJ,А,CONJ,А
28822,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28823,,разные,РАЗНЫЙ,A - nom pl plen - -,,," А , _разные_ режиссеры ? ",е,ы,н,з,а,р,A,РАЗНЫЙ,A - nom pl plen - -,Й
28824,,режиссеры,РЕЖИССЕР,S m anim nom pl,,,"А , разные _режиссеры_ ?  ",ы,р,е,с,с,и,S,РЕЖИССЕР,S m anim nom pl,Р
28825,,?,?,PUNCT,,,,,,,,,,PUNCT,,,
28826,,,,,,,,,,,,,,,,,
28827,# sent = 2120,,,,,,,,,,,,,,,,
28828,# speaker = Софья,,,,,,,,,,,,,,,,
28829,# sent = 2121,,,,,,,,,,,,,,,,
28830,,Да,ДА,PART,,,"   _Да_ , я ",а,д,,,,,PART,ДА,PART,А
28831,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28832,,я,Я,SPRO sg 1p - nom,,," Да , _я_  ж ",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
28833,"<distinct form=""",,,,,,,,,,,,,,,,
28834,<dist>,ж,,,,,,,,,,,,,,,
28835,""">",,,,,,,,,,,,,,,,
28836,,же,ЖЕ,PART,,," ж  _же_  говорю ,",е,ж,,,,,PART,ЖЕ,PART,Е
28837,</distinct>,,,,,,,,,,,,,,,,
28838,,говорю,ГОВОРИТЬ,V ipf praes sg indic - 1p,,," же  _говорю_ , у них",ю,р,о,в,о,г,V,ГОВОРИТЬ,V ipf praes sg indic - 1p,Ь
28839,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28840,,у,У,PR,,," говорю , _у_ них в принципе",у,,,,,,PR,У,PR,У
28841,,них,ОНИ,SPRO pl - - loc,,,"говорю , у _них_ в принципе они",х,и,н,,,,SPRO,ОНИ,SPRO pl - - loc,И
28842,,в,В,PR,,,", у них _в_ принципе они не",в,,,,,,PR,В,PR,В
28843,,принципе,ПРИНЦИП,S m inan loc sg,,,у них в _принципе_ они не связаны,е,п,и,ц,н,и,S,ПРИНЦИП,S m inan loc sg,П
28844,,они,ОНИ,SPRO pl - - nom,,,них в принципе _они_ не связаны сюжетно,и,н,о,,,,SPRO,ОНИ,SPRO pl - - nom,И
28845,,не,НЕ,PART,,,в принципе они _не_ связаны сюжетно .,е,н,,,,,PART,НЕ,PART,Е
28846,,связаны,СВЯЗАННЫЙ,A - - pl brev - -,,,принципе они не _связаны_ сюжетно . ,ы,н,а,з,я,в,A,СВЯЗАННЫЙ,A - - pl brev - -,Й
28847,,сюжетно,СЮЖЕТНЫЙ,A - - sg brev n -,,,они не связаны _сюжетно_ .  ,о,н,т,е,ж,ю,A,СЮЖЕТНЫЙ,A - - sg brev n -,Й
28848,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28849,,,,,,,,,,,,,,,,,
28850,# sent = 2122,,,,,,,,,,,,,,,,
28851,# speaker = А,,,,,,,,,,,,,,,,
28852,# sent = 2123,,,,,,,,,,,,,,,,
28853,,Я,Я,SPRO sg 1p - nom,,,   _Я_ никогда не была,я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
28854,,никогда,НИКОГДА,ADV -,,,  Я _никогда_ не была большим,а,д,г,о,к,и,ADV,НИКОГДА,ADV -,А
28855,,не,НЕ,PART,,, Я никогда _не_ была большим любителем,е,н,,,,,PART,НЕ,PART,Е
28856,,была,БЫТЬ,V ipf praet sg indic f -,,,Я никогда не _была_ большим любителем сериалов,а,л,ы,б,,,V,БЫТЬ,V ipf praet sg indic f -,Ь
28857,,большим,БОЛЬШОЙ,A - ins sg plen m -,,,"никогда не была _большим_ любителем сериалов ,",м,и,ш,ь,л,о,A,БОЛЬШОЙ,A - ins sg plen m -,Й
28858,,любителем,ЛЮБИТЕЛЬ,S m anim ins sg,,,"не была большим _любителем_ сериалов , если",м,е,л,е,т,и,S,ЛЮБИТЕЛЬ,S m anim ins sg,Ь
28859,,сериалов,СЕРИАЛ,S m inan gen pl,,,"была большим любителем _сериалов_ , если честно",в,о,л,а,и,р,S,СЕРИАЛ,S m inan gen pl,Л
28860,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28861,,если,ЕСЛИ,CONJ,,,"любителем сериалов , _если_ честно . ",и,л,с,е,,,CONJ,ЕСЛИ,CONJ,И
28862,,честно,ЧЕСТНО,ADV -,,,"сериалов , если _честно_ .  ",о,н,т,с,е,ч,ADV,ЧЕСТНО,ADV -,О
28863,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28864,,,,,,,,,,,,,,,,,
28865,# sent = 2124,,,,,,,,,,,,,,,,
28866,,Просто,ПРОСТО,PART,,,.   _Просто_ не умею их,о,т,с,о,р,п,PART,ПРОСТО,PART,О
28867,,не,НЕ,PART,,,  Просто _не_ умею их смотреть,е,н,,,,,PART,НЕ,PART,Е
28868,,умею,УМЕТЬ,V ipf praes sg indic - 1p,,, Просто не _умею_ их смотреть .,ю,е,м,у,,,V,УМЕТЬ,V ipf praes sg indic - 1p,Ь
28869,,их,ОНИ,SPRO pl - - acc,,,Просто не умею _их_ смотреть . ,х,и,,,,,SPRO,ОНИ,SPRO pl - - acc,И
28870,,смотреть,СМОТРЕТЬ,V ipf - - inf - -,,,не умею их _смотреть_ .  ,ь,т,е,р,т,о,V,СМОТРЕТЬ,V ipf - - inf - -,Ь
28871,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28872,,,,,,,,,,,,,,,,,
28873,# sent = 2125,,,,,,,,,,,,,,,,
28874,# speaker = Софья,,,,,,,,,,,,,,,,
28875,# sent = 2126,,,,,,,,,,,,,,,,
28876,,A,A,INTJ,,,"   _A_ , я думаю",a,,,,,,NONLEX,A,NONLEX,A
28877,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28878,,я,Я,SPRO sg 1p - nom,,," A , _я_ думаю что ,",я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
28879,,думаю,ДУМАТЬ,V ipf praes sg indic - 1p,,,"A , я _думаю_ что , а",ю,а,м,у,д,,V,ДУМАТЬ,V ipf praes sg indic - 1p,Ь
28880,,что,ЧТО,SPRO n inan acc sg,,,", я думаю _что_ , а ,",о,т,ч,,,,SPRO,ЧТО,S n inan acc sg,О
28881,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28882,,а,А,INTJ,,,"думаю что , _а_ , ну ,",а,,,,,,CONJ,А,CONJ,А
28883,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28884,,ну,НУ,PART,,,", а , _ну_ , хотя ...",у,н,,,,,PART,НУ,PART,У
28885,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28886,,хотя,ХОТЯ,PART,,,", ну , _хотя_ ...  ",я,т,о,х,,,PART,ХОТЯ,PART,Я
28887,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
28888,,,,,,,,,,,,,,,,,
28889,# sent = 2127,,,,,,,,,,,,,,,,
28890,# speaker = А,,,,,,,,,,,,,,,,
28891,# sent = 2128,,,,,,,,,,,,,,,,
28892,,Пять,ПЯТЬ,NUM acc - -,,,   _Пять_ минут этого сериала,ь,т,я,п,,,NUM,ПЯТЬ,NUM acc - -,Ь
28893,,минут,МИНУТА,S f inan gen pl,,,  Пять _минут_ этого сериала мне,т,у,н,и,м,,S,МИНУТА,S f inan gen pl,А
28894,,этого,ЭТОТ,APRO - gen sg plen m -,,, Пять минут _этого_ сериала мне хватит,о,г,о,т,э,,APRO,ЭТОТ,A - acc sg plen m anim,Т
28895,,сериала,СЕРИАЛ,S m inan gen sg,,,Пять минут этого _сериала_ мне хватит .,а,л,а,и,р,е,S,СЕРИАЛ,S m inan gen sg,Л
28896,,мне,Я,SPRO sg 1p - dat,,,минут этого сериала _мне_ хватит . ,е,н,м,,,,SPRO,Я,SPRO sg 1p - dat,Я
28897,,хватит,ХВАТИТЬ,V pf fut sg indic - 3p,,,этого сериала мне _хватит_ .  ,т,и,т,а,в,х,V,ХВАТИТЬ,V pf fut sg indic - 3p,Ь
28898,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28899,,,,,,,,,,,,,,,,,
28900,# sent = 2129,,,,,,,,,,,,,,,,
28901,,Эм,ЭМ,INTJ,,,".   _Эм_ , здесь люди",м,э,,,,,INTJ,ЭМ,S n inan nonflex -,М
28902,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28903,,здесь,ЗДЕСЬ,ADV -,,," Эм , _здесь_ люди сидят в",ь,с,е,д,з,,ADV,ЗДЕСЬ,ADV -,Ь
28904,,люди,ЧЕЛОВЕК,S m anim nom pl,,,"Эм , здесь _люди_ сидят в конференц-зале",и,д,ю,л,,,S,ЧЕЛОВЕК,S m anim nom pl,К
28905,,сидят,СИДЕТЬ,V ipf praes pl indic - 3p,,,", здесь люди _сидят_ в конференц-зале ,",т,я,д,и,с,,V,СИДЕТЬ,V ipf praes pl indic - 3p,Ь
28906,,в,В,PR,,,"здесь люди сидят _в_ конференц-зале , довольно",в,,,,,,PR,В,PR,В
28907,,конференц-зале,КОНФЕРЕНЦ-ЗАЛ,S m inan loc sg,,,"люди сидят в _конференц-зале_ , довольно с",е,л,а,з,-,ц,S,КОНФЕРЕНЦ-ЗАЛ,S m inan loc sg,Л
28908,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28909,,довольно,ДОВОЛЬНО,ADV -,,,"в конференц-зале , _довольно_ с серьезным видом",о,н,ь,л,о,в,ADV,ДОВОЛЬНО,ADV -,О
28910,,с,С,PR,,,"конференц-зале , довольно _с_ серьезным видом у",с,,,,,,PR,С,PR,С
28911,,серьезным,СЕРЬЕЗНЫЙ,A - ins sg plen m -,,,", довольно с _серьезным_ видом у некоторых",м,ы,н,з,е,ь,A,СЕРЬЕЗНЫЙ,A - ins sg plen m -,Й
28912,,видом,ВИД,S m inan ins sg,,,довольно с серьезным _видом_ у некоторых пиджаки,м,о,д,и,в,,S,ВИД,S m inan ins sg,Д
28913,,у,У,PR,,,с серьезным видом _у_ некоторых пиджаки и,у,,,,,,PR,У,PR,У
28914,,некоторых,НЕКОТОРЫЕ,SPRO - - gen pl,,,серьезным видом у _некоторых_ пиджаки и я,х,ы,р,о,т,о,S,НЕКОТОРЫЕ,S - - loc pl,Е
28915,,пиджаки,ПИДЖАК,S m inan acc pl,,,видом у некоторых _пиджаки_ и я вижу,и,к,а,ж,д,и,S,ПИДЖАК,S m inan acc pl,К
28916,,и,И,CONJ,,,у некоторых пиджаки _и_ я вижу бутылки,и,,,,,,CONJ,И,CONJ,И
28917,,я,Я,SPRO sg 1p - nom,,,некоторых пиджаки и _я_ вижу бутылки ...,я,,,,,,SPRO,Я,SPRO sg 1p - nom,Я
28918,,вижу,ВИДЕТЬ,V ipf praes sg indic - 1p,,,пиджаки и я _вижу_ бутылки ... ,у,ж,и,в,,,V,ВИДЕТЬ,V ipf praes sg indic - 1p,Ь
28919,,бутылки,БУТЫЛКА,S f inan acc pl,,,и я вижу _бутылки_ ...  ,и,к,л,ы,т,у,S,БУТЫЛКА,S f inan acc pl,А
28920,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
28921,,,,,,,,,,,,,,,,,
28922,# sent = 2130,,,,,,,,,,,,,,,,
28923,,Бутылки,БУТЫЛКА,S f inan nom pl,,,"...   _Бутылки_ , кажется ,",и,к,л,ы,т,у,S,БУТЫЛКА,S f inan nom pl,А
28924,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28925,,кажется,КАЗАТЬСЯ,V ipf praes sg indic - 3p,,," Бутылки , _кажется_ , из зеленого",я,с,т,е,ж,а,V,КАЗАТЬСЯ,V ipf praes sg indic - 3p,Я
28926,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28927,,из,ИЗ,PR,,,", кажется , _из_ зеленого стекла ,",з,и,,,,,PR,ИЗ,PR,З
28928,,зеленого,ЗЕЛЕНЫЙ,A - gen sg plen m anim,,,"кажется , из _зеленого_ стекла , очень",о,г,о,н,е,л,A,ЗЕЛЕНЫЙ,A - acc sg plen m anim,Й
28929,,стекла,СТЕКЛО,S n inan gen sg,,,", из зеленого _стекла_ , очень похожи",а,л,к,е,т,с,S,СТЕКЛО,S n inan gen sg,О
28930,,",",",",PUNCT,,,,,,,,,,PUNCT,,,
28931,,очень,ОЧЕНЬ,ADV -,,,"зеленого стекла , _очень_ похожи на бутылки",ь,н,е,ч,о,,ADV,ОЧЕНЬ,ADV -,Ь
28932,,похожи,ПОХОЖИЙ,A - - pl brev - -,,,"стекла , очень _похожи_ на бутылки пива",и,ж,о,х,о,п,A,ПОХОЖИЙ,A - - pl brev - -,Й
28933,,на,НА,PR,,,", очень похожи _на_ бутылки пива .",а,н,,,,,PR,НА,PR,А
28934,,бутылки,БУТЫЛКА,S f inan acc pl,,,очень похожи на _бутылки_ пива . ,и,к,л,ы,т,у,S,БУТЫЛКА,S f inan gen sg,А
28935,,пива,ПИВО,S n inan gen sg,,,похожи на бутылки _пива_ .  ,а,в,и,п,,,S,ПИВО,S n inan gen sg,О
28936,,.,.,PUNCT,,,,,,,,,,PUNCT,,,
28937,,,,,,,,,,,,,,,,,
28938,# sent = 2131,,,,,,,,,,,,,,,,
28939,,Это,ЭТО,SPRO n - acc sg,,,.   _Это_ ... не то что,о,т,э,,,,SPRO,ЭТО,S n inan acc sg,О
28940,,...,...,PUNCT,,,,,,,,,,PUNCT,,,
28941,,не то,не то,CONJ,,, Это ... _не то_ что должно стоять,о,т, ,е,н,,CONJ,не то,CONJ,о
28942,,что,ЧТО,CONJ,,,Это ... не то _что_ должно стоять в,о,т,ч,,,,CONJ,ЧТО,CONJ,О
28943,,должно,ДОЛЖНО,ADV -,,,... не то что _должно_ стоять в конференц-зале,о,н,ж,л,о,д,ADV,ДОЛЖНО,ADV -,О
28944,,стоять,СТОЯТЬ,V ipf - - inf - -,,,не то что должно _стоять_ в конференц-зале на,ь,т,я,о,т,с,V,СТОЯТЬ,V ipf - - inf - -,Ь
28945,,в,В,PR,,,что должно стоять _в_ конференц-зале на огромном,в,,,,,,PR,В,PR,В
28946,,конференц-зале,КОНФЕРЕНЦ-ЗАЛ,S m inan loc sg,,,должно стоять в _конференц-зале_ на огромном круглом,е,л,а,з,-,ц,S,КОНФЕРЕНЦ-ЗАЛ,S m inan loc sg,Л
28947,,на,НА,PR,,,стоять в конференц-зале _на_ огромном круглом стеклянном,а,н,,,,,PR,НА,PR,А
28948,,огромном,ОГРОМНЫЙ,A - loc sg plen m -,,,в конференц-зале на _огромном_ круглом стеклянном столе,м,о,н,м,о,р,A,ОГРОМНЫЙ,A - loc sg plen m -,Й
28949,,круглом,КРУГЛЫЙ,A - loc sg plen m -,,,конференц-зале на огромном _круглом_ стеклянном столе .,м,о,л,г,у,р,A,КРУГЛЫЙ,A - loc sg plen m -,Й
28950,,стеклянном,СТЕКЛЯННЫЙ,A - loc sg plen m -,,,на огромном круглом _стеклянном_ столе . ,м,о,н,н,я,л,A,СТЕКЛЯННЫЙ,A - loc sg plen m -,Й
